ID	Protolanguage	Reconstruction	Language	Form	Gloss
/reconstructions/526	PS	*ˁa/urub- - kind of vermin, worm	Syriac	ˁarrūbā	culices
/reconstructions/2051	PS	*ˁarŝ- - bed	Akkadian	eršu	bed
/reconstructions/2051	PS	*ˁarŝ- - bed	Jewish Babylonian Aramaic	ˁarslā	hammock
/reconstructions/2051	PS	*ˁarŝ- - bed	Argobba	arš	bed, throne, loft
/reconstructions/2051	PS	*ˁarŝ- - bed	Harari	arši	throne
/reconstructions/606	PS	*ˁurīṯ̣- - male kid	Akkadian	urīṣu	billy goat
/reconstructions/606	PS	*ˁurīṯ̣- - male kid	Mehri	ˀārīḏ̣	male kid
/reconstructions/299	PS	*ˁrw - to be naked	Ugaritic	ˁry	to be naked, unrigged
/reconstructions/1609	PS	*ˁVrw/y- - kind of wild cat	Arabic	ˁurwat-	lion
/reconstructions/1609	PS	*ˁVrw/y- - kind of wild cat	Tigrinya	waˁro	lioness, bitch, vixen
/reconstructions/1609	PS	*ˁVrw/y- - kind of wild cat	Mehri	ˀáyri	tom-cat
/reconstructions/1609	PS	*ˁVrw/y- - kind of wild cat	Jibbali	ˁéri	tom-cat
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Akkadian	erû	eagle
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Ebla	ìr-lu-um /ˁerrum/	= Sum. [T]ÚG.UŠ.MUŠEN
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Arabic	ˁuwwār-	hirondelle
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Arabic	ˀaˁwar-	corbeau
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Tigre	ˁǝwira lila	bat
/reconstructions/528	PS	*ˁarw/y-, ˁawr- - bird of prey	Harari	aräy	kind of blue bird
/reconstructions/1336	PS	*ˁu/irray(-at)- - intestines; excrement	Akkadian	erru	Darm
/reconstructions/1336	PS	*ˁu/irray(-at)- - intestines; excrement	Akkadian	irrū (wirrū)	intestines, gut
/reconstructions/1336	PS	*ˁu/irray(-at)- - intestines; excrement	Arabic	ˁurr-, ˁurrat-	dung of solid-hoofed animals and birds; human excrement
/reconstructions/1336	PS	*ˁu/irray(-at)- - intestines; excrement	Soqotri	ˁeríyeʰ	disease of intestines (said of livestock)
/reconstructions/1610	PS	*ˁVsVb- - kind of bird	Akkadian	usābu	ein Vogel (a bird)
/reconstructions/1610	PS	*ˁVsVb- - kind of bird	Arabic	yaˁsūb-	a species of partrige
/reconstructions/52	PS	*ˁašt- - one (?)	Akkadian	ištēn	one
/reconstructions/52	PS	*ˁašt- - one (?)	Ugaritic	ˁšt(y)	one
/reconstructions/52	PS	*ˁašt- - one (?)	Hebrew	ˁaštē ˁāŝār/ˁäŝrē	eleven
/reconstructions/52	PS	*ˁašt- - one (?)	Minaean	ˁs₁t	onze (eleven)
/reconstructions/52	PS	*ˁašt- - one (?)	Qatabanian	ˁs₁t-n-m	one
/reconstructions/640	PS	*ˁVṣṣūr- - bird	Akkadian	iṣṣūru	bird
/reconstructions/640	PS	*ˁVṣṣūr- - bird	Ugaritic	ˁṣr	bird; domestic fowl, poultry
/reconstructions/860	PS	*ˁaŝr- - ten	Akkadian	ešer	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Ugaritic	ˁšr	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Phoenician	ˁšr	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Hebrew	ˁäŝär	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Syriac	ˁsar	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Arabic	ˁašr-	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Sabaic	ˁs₂r	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Geez	ˁaŝru	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Tigre	ˁasr	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Tigrinya	ˁassärtä	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Amharic	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Argobba	assər, ˁassər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Harari	assir	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Selti	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Wolane	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Zway	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Gafat	asra	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Chaha	asər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Ezha	asər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Endegen	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Ennemor	asər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Gyeto	asər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Muher	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Masqan	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Gogot	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Soddo	assər	ten
/reconstructions/860	PS	*ˁaŝr- - ten	Soqotri	ˁáŝer	ten
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Akkadian	ešrā	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Ebla	ì-sa-lu /ˁišrū/	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Ugaritic	ˁšrm	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Phoenician	ˁšrm	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Hebrew	ˁäŝrīm	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Official Aramaic	ˁšrn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Biblical Aramaic	ˁäŝrīn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Nabataean	ˁšryn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Christian Palestinian Aramaic	ˁsryn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Jewish Babylonian Aramaic	ˁaŝrīn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Syriac	ˁesrīn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Mandaic	srin	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Arabic	ˁišrūna	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Geez	ˁəŝrā	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Tigre	ˁəsra	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Tigrinya	ˁəsra	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Mehri	ˀāšráyn	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Jibbali	ˁɛ́ŝərī	twenty
/reconstructions/1866	PS	*ˁiŝr-ū - twenty	Soqotri	ˁáŝeri	twenty
/reconstructions/100	PS	*ˁiṣ̂- - tree	Akkadian	iṣu	tree; timber, lumber, wood; aromatic wood; wooded area
/reconstructions/100	PS	*ˁiṣ̂- - tree	Ugaritic	ˁṣ	tree
/reconstructions/100	PS	*ˁiṣ̂- - tree	Hebrew	ˁēṣ	tree
/reconstructions/100	PS	*ˁiṣ̂- - tree	Biblical Aramaic	ˀāˁā	wood
/reconstructions/100	PS	*ˁiṣ̂- - tree	Arabic	ˁiḍḍ-	small thorny trees
/reconstructions/100	PS	*ˁiṣ̂- - tree	Geez	ˁəṣ̂	tree, shrub, bush; wood; stick, staff (of spear)
/reconstructions/100	PS	*ˁiṣ̂- - tree	Tigre	ˁəč̣č̣ät	tree
/reconstructions/100	PS	*ˁiṣ̂- - tree	Tigrinya	ˁənṣäyti	wood
/reconstructions/100	PS	*ˁiṣ̂- - tree	Amharic	ənč̣ät	wood
/reconstructions/100	PS	*ˁiṣ̂- - tree	Harari	inč̣i	wood
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Akkadian	eṣēpu	to twine, to double
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Hebrew	ṣāˁīp	wrap, veil
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Arabic	ḍˁf	III. to double
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Geez	ˁaṣafa	to bend, fold up, double
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Tigre	ˁaṣfa	to fold; to double
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Tigrinya	ˁaṣäfä	to fold; to bend
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Amharic	aṣṣäfä	to fold; to bend; to roll up
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Argobba	haṭṭäfä	to fold
/reconstructions/1591	PS	*ˁṣ̂p/*ṣ̂ˁp - to tie, to wrap	Gurage	aṭäfä/aṭṭäfä	to fold
/reconstructions/605	PS	*ˁat(t)ūd- - male of small cattle	Akkadian	atūdu	wild sheep
/reconstructions/605	PS	*ˁat(t)ūd- - male of small cattle	Hebrew	ˁattūd	male goat or sheep
/reconstructions/605	PS	*ˁat(t)ūd- - male of small cattle	Arabic	ˁatūd	billy goat
/reconstructions/676	PS	*ˁVṯ(V)ṯ- - moth	Akkadian	ašāšu	moth
/reconstructions/676	PS	*ˁVṯ(V)ṯ- - moth	Hebrew	ˁāš	moth
/reconstructions/676	PS	*ˁVṯ(V)ṯ- - moth	Syriac	ˁaššā	small louse
/reconstructions/676	PS	*ˁVṯ(V)ṯ- - moth	Arabic	ˁuṯṯat-	moth
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Akkadian	eṣemtu	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Ebla	a-ṣa-mu-um	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Ugaritic	ˁṯ̣m	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Hebrew	ˁäṣäm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Jewish Palestinian Aramaic	ˁṭm	thigh of an animal
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Jewish Palestinian Aramaic	ṭm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Christian Palestinian Aramaic	ṭm	thigh
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Samaritan	ṭm	bones (corpse)
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Jewish Babylonian Aramaic	ˀaṭmā, ˁaṭmā	thigh, foundation wall (?)
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Syriac	ˁaṭmā	flank, thigh; innermost part; family, race
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Syriac	ṭm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Mandaic	aṭma	thigh, side, flank, hip, loin
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Arabic	ˁaḏ̣m-	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Geez	ˁaṣ̂m, ˁaṣm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Tigre	ˁaṣəm, ˁač̣əm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Tigrinya	ˁaṣmi	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Amharic	aṭənt	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Argobba	aṭənt, haṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Harari	āṭ	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Selti	aṭm, aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Wolane	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Zway	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Gafat	aṣmʷä, aṣənt	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Chaha	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Ezha	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Endegen	aˀə̃w	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Ennemor	aˀə̃m̠	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Gyeto	aṭəm̠	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Muher	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Masqan	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Gogot	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Soddo	aṭəm	bone
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Mehri	ˀāḏ̣əmēt	back
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Jibbali	ˁoḏ̣úm	skin over wound, badly set bone to turn into scar tissue
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Soqotri	ˁéṭam	to be fat
/reconstructions/44	PS	*ˁaṯ̣m- - bone	Soqotri	ˁö́ṭmo	fat
/reconstructions/657	PS	*ˁVṯ̣āy- - gecko	Akkadian	iṣṣû	gecko
/reconstructions/657	PS	*ˁVṯ̣āy- - gecko	Arabic	ˁiḏ̣āyat-, ˁaḏ̣āˀat-	gecko
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Akkadian	âšu	to be nauseated
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Akkadian	ašû	a disease (affecting the head, vision, etc.)
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Arabic	γusās-	certaine maladie des chameaux (a kind of camel disease)
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Sabaic	ˁws₁	plague, pestilence
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Minaean	ˁs₁	épidémie, peste (epidemic, plague)
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Tigre	ˁaso	fever, malaria
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Tigrinya	ˁaso	febbre (fever)
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Tigrinya	ˁassäwä	essere malarico, di luogo paludoso ecc. che produca la febbre (to be malarial, swampy, etc. get ill with fever)
/reconstructions/1220	PS	*ˁaw/yš-, *ˁašw/y- - kind of disease (fever, cold in the head; plague)	Jibbali	ˁayɔ́s	cold in the head
/reconstructions/19	PS	*ˁayn- - eye	Akkadian	īnu	eye
/reconstructions/19	PS	*ˁayn- - eye	Ebla	a-na-a	eye
/reconstructions/19	PS	*ˁayn- - eye	Ugaritic	ˁn	eye
/reconstructions/19	PS	*ˁayn- - eye	Ugaritic	ˁn	to see
/reconstructions/19	PS	*ˁayn- - eye	Amarna Canaanite	ḫe-na-ya (du., 1 pl. sff.)	our eyes
/reconstructions/19	PS	*ˁayn- - eye	Phoenician	ˁn, ˁyn	eye, sight
/reconstructions/19	PS	*ˁayn- - eye	Hebrew	ˁayin	eye, appearance, look; spring
/reconstructions/19	PS	*ˁayn- - eye	Samalian	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Deir Alla	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Old Aramaic	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Official Aramaic	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Biblical Aramaic	ˁēn- (suff.), ˁaynīn (pl.)	eye
/reconstructions/19	PS	*ˁayn- - eye	Palmyrean	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Nabataean	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Jewish Palestinian Aramaic	ˁayn	eye
/reconstructions/19	PS	*ˁayn- - eye	Christian Palestinian Aramaic	ˁyn, det. ˁynˀ	eye
/reconstructions/19	PS	*ˁayn- - eye	Jewish Babylonian Aramaic	ˁaynā	eye
/reconstructions/19	PS	*ˁayn- - eye	Syriac	ˁaynā	eye; spring; bud, bulb; appearance, surface
/reconstructions/19	PS	*ˁayn- - eye	Mandaic	aina	eye
/reconstructions/19	PS	*ˁayn- - eye	Maalula	ˁayna	Auge
/reconstructions/19	PS	*ˁayn- - eye	Mlaḥso	ˁayno	Auge (eye)
/reconstructions/19	PS	*ˁayn- - eye	Turoyo	ˁayno	Auge; Quelle, Brunnen, Wasserhahn (eye; spring, well, tap)
/reconstructions/19	PS	*ˁayn- - eye	Arabic	ˁayn-	eye
/reconstructions/19	PS	*ˁayn- - eye	Sabaic	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Minaean	ˁyn	eye
/reconstructions/19	PS	*ˁayn- - eye	Qatabanian	ˁyn	sight
/reconstructions/19	PS	*ˁayn- - eye	Geez	ˁayn	eye
/reconstructions/19	PS	*ˁayn- - eye	Tigre	ˁən	eye
/reconstructions/19	PS	*ˁayn- - eye	Tigrinya	ˁayni	eye
/reconstructions/19	PS	*ˁayn- - eye	Amharic	ayn	eye
/reconstructions/19	PS	*ˁayn- - eye	Argobba	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Harari	īn	eye
/reconstructions/19	PS	*ˁayn- - eye	Chaha	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Ezha	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Muher	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Masqan	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Gogot	en	eye
/reconstructions/19	PS	*ˁayn- - eye	Soddo	in	eye
/reconstructions/19	PS	*ˁayn- - eye	Mehri	ˀāyn	eye; spring of water; spy
/reconstructions/19	PS	*ˁayn- - eye	Jibbali	ˁíhn	eye
/reconstructions/19	PS	*ˁayn- - eye	Soqotri	ˁayn	1. eye; 2. spring
/reconstructions/1612	PS	*ˁayp-, *pa(y)ˁ- - kid	Arabic	faˁfaˁ-	chevreau (kid)
/reconstructions/1612	PS	*ˁayp-, *pa(y)ˁ- - kid	Minaean	fyˁ	chevreau (kid)
/reconstructions/1612	PS	*ˁayp-, *pa(y)ˁ- - kid	Soqotri	ˁífef	goat kid (male or female)
/reconstructions/1616	PS	*ˁVz- - bird of prey	Hebrew	ˁōz	name of a bird, prob. black eagle
/reconstructions/1616	PS	*ˁVz- - bird of prey	Jewish Palestinian Aramaic	ˁwz	bird of prey
/reconstructions/1616	PS	*ˁVz- - bird of prey	Jewish Palestinian Aramaic	ˁuzzā	name of bird of prey, prob. sea-eagle
/reconstructions/1616	PS	*ˁVz- - bird of prey	Syriac	ˁizyā	heron
/reconstructions/1616	PS	*ˁVz- - bird of prey	Arabic	ˁazīzat-	eagle
/reconstructions/1617	PS	*bVˀ(w)-, *būh- - owl	Hebrew	bā(ˀ)wāt	night-bird, owl
/reconstructions/1617	PS	*bVˀ(w)-, *būh- - owl	Jewish Palestinian Aramaic	bwt	an unclean bird
/reconstructions/1617	PS	*bVˀ(w)-, *būh- - owl	Syriac	baˀwā, bawwā	hoopoe; owl
/reconstructions/1617	PS	*bVˀ(w)-, *būh- - owl	Arabic	būh-, būm-	owl
/reconstructions/1729	PS	*bˀr - to catch, to fish, to hunt	Akkadian	baˀāru	to catch, to fish, to hunt
/reconstructions/1729	PS	*bˀr - to catch, to fish, to hunt	Soqotri	bˁr	pêcher (to fish)
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Akkadian	būru	well; hole, pit
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Ebla	BU-rúm	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Phoenician	bˀr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Hebrew	bəˀēr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Hebrew	bōr	cistern, pit, grave
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Old Aramaic	byr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Official Aramaic	byr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Nabataean	bˀr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Christian Palestinian Aramaic	byr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Jewish Babylonian Aramaic	bērā	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Syriac	bērā	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Mandaic	bira	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Arabic	biˀr-	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Arabic	burat-	(cooking) pit
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Arabic	b1ˀrat-	a hole dug in the ground in which to cook; a place in which fire is lighted
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Sabaic	bˀr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Sabaic	brt	grave
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Minaean	bˀr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Qatabanian	bˀr	well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Geez	barbir	cistern, well, pit
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Harari	buˀur, būr	deep
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Zway	bur	pit, well
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Muher	bʷər	well; hole, pit
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Gogot	bur	well; hole, pit
/reconstructions/534	PS	*biˀr-, *buˀr(-at)- - well, source of water	Mehri	bayr	well
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Akkadian	baˀāšu	to smell bad, be of bad quality
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Ugaritic	bˀš	to stink
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Ugaritic	bˀišt	bad, foul-smelling
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Hebrew	bˀš	to stink
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Official Aramaic	bˀyš	bad, evil
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Biblical Aramaic	bˀš	to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Palmyrean	byš	bad, evil
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Hatran	bš	bad, evil
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Jewish Palestinian Aramaic	bˀš	to be bad, sick
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Jewish Babylonian Aramaic	bˀš	to be sick, displeased
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Syriac	be(ˀ)š	to be bad, displease; to be in a bad condition; to be in pain; grieve
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Mandaic	biš	to be bad, evil
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Arabic	bˀs	to be in a state of distress, poverty
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Arabic	biˀsa	very evil or bad is he!
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Sabaic	bˀs₁	to be evil
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Qatabanian	bˀs₁	harm, damage, misfortune
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Geez	bəˀsa	to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Tigrinya	bäˀasä	to grow worse, to deteriorate
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Amharic	bis	miser, miserly
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Amharic	basä	to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Argobba	bis	avaricious
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Selti	biss	avaricious, greedy, stingy, miserl
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Selti	bāsä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Wolane	bəs	avaricious, greedy, stingy, miserly
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Chaha	basä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Ezha	basä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Endegen	baˀasä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Ennemor	baˀasä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Gyeto	baˀasä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Muher	basä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Masqan	bəs	avaricious, greedy, stingy, miserly
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Masqan	basä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Gogot	bəs, bis	bad; avaricious, greedy, stingy, miserly
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Gogot	basä	to become worse, to be bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Soddo	bəs, bis	bad
/reconstructions/1108	PS	*bˀš - to be of bad quality, to be putrid, to stink	Soddo	basä	to become worse, to be bad
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Akkadian	būbuˀtu, buˀbuˀtu, būbūtu, būbuttu	boil, pustule
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Hebrew	ˀăbaˁbūˁōt	blisters, ulcers
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Jewish Palestinian Aramaic	bwˁ	to swell, to blow up
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Jewish Babylonian Aramaic	ˀăbaˁbīˁīn	(pl.) blains, pustules
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Jewish Babylonian Aramaic	būˁătā	abscess
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Syriac	ˀabbūbā	flute
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Syriac	baˁbuˁyātā	swellings
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Mandaic	buia	boil
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Geez	ˀanṗāˁānṗe	ulcers resulting from elephantiasis, pustules
/reconstructions/1003	PS	*bVˁbVˁ- - blister, boil	Selti	(h)umbobbo	blister
